animal_zodiac,kr,fortune,peak_time,peak_tip,low_time,low_tip
sheep,양띠,"평화로운 환경이 최고의 성과를 만들어줘요. 양띠는 조화로운 분위기에서 능력이 최대로 발휘되는 타입인데, 오늘 그 환경을 만드는 것이 중요합니다.",오전 9시~11시,양띠는 오전에 창의성과 감수성이 함께 열려요. 감성적인 작업은 오전에 하시기 바랍니다.,오후 3시~5시,오후 후반엔 감정 기복이 생기기 쉬워요. 이 시간엔 중요한 대화를 피하시기 바랍니다.
sheep,양띠,"상대가 내 마음을 몰라주는 것 같아 서운한 날입니다. 양띠는 감수성이 높은 타입인데, 오늘은 직접 표현해야 전달되는 날입니다.",오전 9시~11시,양띠는 오전에 창의성과 감수성이 함께 열려요. 감성적인 작업은 오전에 하시기 바랍니다.,오후 3시~5시,오후 후반엔 감정 기복이 생기기 쉬워요. 이 시간엔 중요한 대화를 피하시기 바랍니다.
sheep,양띠,"자신의 창의성을 발휘하는 자리에서 가장 에너지가 살아나요. 양띠는 자신만의 감성이 특기인 타입인데, 오늘 그 자리를 만들어보시기 바랍니다.",오전 9시~11시,양띠는 오전에 창의성과 감수성이 함께 열려요. 감성적인 작업은 오전에 하시기 바랍니다.,오후 3시~5시,오후 후반엔 감정 기복이 생기기 쉬워요. 이 시간엔 중요한 대화를 피하시기 바랍니다.
sheep,양띠,"혼자 조용히 산책하는 시간이 가장 좋은 충전이 됩니다. 양띠는 자연 속에서 에너지가 회복되는 타입인데, 짧게라도 밖에서 걸어보시기 바랍니다.",오전 9시~11시,양띠는 오전에 창의성과 감수성이 함께 열려요. 감성적인 작업은 오전에 하시기 바랍니다.,오후 3시~5시,오후 후반엔 감정 기복이 생기기 쉬워요. 이 시간엔 중요한 대화를 피하시기 바랍니다.
sheep,양띠,"자신을 위한 시간을 한 시간만 만들어보시기 바랍니다. 양띠는 남을 챙기다 자신을 못 챙기는 타입인데, 오늘 저녁은 자신만을 위해 쓰세요.",오전 9시~11시,양띠는 오전에 창의성과 감수성이 함께 열려요. 감성적인 작업은 오전에 하시기 바랍니다.,오후 3시~5시,오후 후반엔 감정 기복이 생기기 쉬워요. 이 시간엔 중요한 대화를 피하시기 바랍니다.
sheep,양띠,감정적으로 힘들다면 신뢰하는 한 사람에게 털어놓는 게 맞습니다. 혼자 삭이기보다 꺼내놓는 것이 가장 빠른 회복입니다.,오전 9시~11시,양띠는 오전에 창의성과 감수성이 함께 열려요. 감성적인 작업은 오전에 하시기 바랍니다.,오후 3시~5시,오후 후반엔 감정 기복이 생기기 쉬워요. 이 시간엔 중요한 대화를 피하시기 바랍니다.
sheep,양띠,"감사한 마음을 표현하기 좋은 날입니다. 양띠는 따뜻한 관계를 소중히 여기는 타입인데, 오늘 그 감사를 말로 표현해보시기 바랍니다.",오전 9시~11시,양띠는 오전에 창의성과 감수성이 함께 열려요. 감성적인 작업은 오전에 하시기 바랍니다.,오후 3시~5시,오후 후반엔 감정 기복이 생기기 쉬워요. 이 시간엔 중요한 대화를 피하시기 바랍니다.
sheep,양띠,"예민함이 창의성으로 연결되는 날입니다. 양띠는 감수성이 강점인 타입인데, 오늘 그 예민함이 좋은 표현으로 나올 수 있습니다.",오전 9시~11시,양띠는 오전에 창의성과 감수성이 함께 열려요. 감성적인 작업은 오전에 하시기 바랍니다.,오후 3시~5시,오후 후반엔 감정 기복이 생기기 쉬워요. 이 시간엔 중요한 대화를 피하시기 바랍니다.
sheep,양띠,"가볍게 몸을 움직이는 것이 기분 전환에 가장 빠른 방법입니다. 양띠는 정적인 시간이 길어지면 기분이 가라앉는 타입인데, 10분 산책이 답입니다.",오전 9시~11시,양띠는 오전에 창의성과 감수성이 함께 열려요. 감성적인 작업은 오전에 하시기 바랍니다.,오후 3시~5시,오후 후반엔 감정 기복이 생기기 쉬워요. 이 시간엔 중요한 대화를 피하시기 바랍니다.
sheep,양띠,"직관적으로 이상하다는 느낌이 든다면 그 판단이 맞을 가능성이 높습니다. 양띠는 감각이 섬세한 타입인데, 그 직감을 무시하지 마시기 바랍니다.",오전 9시~11시,양띠는 오전에 창의성과 감수성이 함께 열려요. 감성적인 작업은 오전에 하시기 바랍니다.,오후 3시~5시,오후 후반엔 감정 기복이 생기기 쉬워요. 이 시간엔 중요한 대화를 피하시기 바랍니다.
sheep,양띠,"아름다운 공간에 있으면 창의력이 올라와요. 양띠는 환경이 감성에 영향을 주는 타입인데, 오늘 작업 공간을 조금 정돈해두면 집중력도 올라갑니다.",오전 9시~11시,양띠는 오전에 창의성과 감수성이 함께 열려요. 감성적인 작업은 오전에 하시기 바랍니다.,오후 3시~5시,오후 후반엔 감정 기복이 생기기 쉬워요. 이 시간엔 중요한 대화를 피하시기 바랍니다.
sheep,양띠,너무 빨리 움직이려는 상황이 생겨도 양띠의 속도를 지키세요. 느리지만 감성적으로 가는 것이 오늘 가장 좋은 결과를 만들습니다.,오전 9시~11시,양띠는 오전에 창의성과 감수성이 함께 열려요. 감성적인 작업은 오전에 하시기 바랍니다.,오후 3시~5시,오후 후반엔 감정 기복이 생기기 쉬워요. 이 시간엔 중요한 대화를 피하시기 바랍니다.
sheep,양띠,"오늘 하루를 마무리하면서 오늘 느꼈던 좋은 감정 하나를 기억해두세요. 양띠는 감성이 풍부한 타입인데, 그 감정이 내일을 만드는 에너지가 됩니다.",오전 9시~11시,양띠는 오전에 창의성과 감수성이 함께 열려요. 감성적인 작업은 오전에 하시기 바랍니다.,오후 3시~5시,오후 후반엔 감정 기복이 생기기 쉬워요. 이 시간엔 중요한 대화를 피하시기 바랍니다.
sheep,양띠,"주변의 아름다운 것들을 의식적으로 발견해보시기 바랍니다. 양띠는 감각이 예민한 타입인데, 그 감각이 하루를 다르게 만들어줘요.",오전 9시~11시,양띠는 오전에 창의성과 감수성이 함께 열려요. 감성적인 작업은 오전에 하시기 바랍니다.,오후 3시~5시,오후 후반엔 감정 기복이 생기기 쉬워요. 이 시간엔 중요한 대화를 피하시기 바랍니다.
sheep,양띠,"차분하게 시작하는 것이 하루를 안정적으로 만들어줘요. 양띠는 아침 루틴이 하루를 결정하는 타입인데, 오늘 아침 10분을 조용하게 보내면 달라져요.",오전 9시~11시,양띠는 오전에 창의성과 감수성이 함께 열려요. 감성적인 작업은 오전에 하시기 바랍니다.,오후 3시~5시,오후 후반엔 감정 기복이 생기기 쉬워요. 이 시간엔 중요한 대화를 피하시기 바랍니다.
sheep,양띠,"오늘 혼자 있는 시간이 다음 창의적인 아이디어를 만들어줘요. 양띠는 조용한 사색 시간에서 영감이 오는 타입인데, 오늘 저녁 그 시간을 만들어두세요.",오전 9시~11시,양띠는 오전에 창의성과 감수성이 함께 열려요. 감성적인 작업은 오전에 하시기 바랍니다.,오후 3시~5시,오후 후반엔 감정 기복이 생기기 쉬워요. 이 시간엔 중요한 대화를 피하시기 바랍니다.
sheep,양띠,오늘도 수고했습니다. 양띠는 오늘 많은 것을 감당했습니다. 그 따뜻함이 주변 사람들한테 전달됐을 것입니다.,오전 9시~11시,양띠는 오전에 창의성과 감수성이 함께 열려요. 감성적인 작업은 오전에 하시기 바랍니다.,오후 3시~5시,오후 후반엔 감정 기복이 생기기 쉬워요. 이 시간엔 중요한 대화를 피하시기 바랍니다.
monkey,원숭이띠,"아이디어가 쏟아지는 날입니다. 원숭이띠는 창의적인 발상이 빠른 타입인데, 오늘 그 아이디어를 메모해두고 실행 가능한 것 하나를 골라보시기 바랍니다.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"여러 개를 동시에 하려다 하나도 끝내지 못하는 날입니다. 원숭이띠는 멀티태스킹을 좋아하는 타입인데, 오늘은 하나 완료하고 다음으로 가세요.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"지루한 것을 참기 어려운 날입니다. 원숭이띠는 흥미 없으면 집중이 안 되는 타입인데, 오늘 작업에 타이머를 활용해서 25분 집중 5분 쉬는 방식을 써보시기 바랍니다.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"말 실수가 생길 수 있는 날입니다. 원숭이띠는 유머 감각이 좋은 타입인데, 오늘 그 유머가 상대에게 가볍게 넘길 수 없는 말이 될 수 있습니다. 전송 전에 한 번 더 읽으세요.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"새로운 것을 배우기 최고로 좋은 날입니다. 원숭이띠는 학습 흡수 속도가 빠른 타입인데, 짧은 영상 하나라도 오늘은 충분한 인풋이 됩니다.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"먹는 것으로 에너지를 채우는 날입니다. 원숭이띠는 간식을 즐기는 타입인데, 오늘 작업 중 간식 하나가 집중력을 올려줘요.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"상황을 빠르게 파악하는 능력이 특히 살아있습니다. 원숭이띠는 상황 적응이 빠른 타입인데, 오늘 그 능력이 팀에서 가장 빛나는 날입니다.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"충동구매가 위험한 날입니다. 원숭이띠는 흥미로운 것에 빠르게 반응하는 타입인데, 카트에 담아두고 내일 다시 보시기 바랍니다.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"처음 만나는 사람과 대화가 자연스럽게 풀리는 날입니다. 원숭이띠는 첫 만남에서 빠르게 친해지는 타입인데, 오늘 그 자연스러움이 새로운 기회를 만들습니다.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"약속을 잡고 나서 후회하는 패턴이 생길 수 있습니다. 원숭이띠는 즉흥적으로 수락하는 타입인데, 오늘은 수락 전에 이번 주 일정을 먼저 확인하시기 바랍니다.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"흥미가 붙으면 빠르게 파고드는 능력이 살아있습니다. 원숭이띠는 관심 분야에서 폭발적으로 흡수하는 타입인데, 오늘 그 흥미를 결과물로 연결해보시기 바랍니다.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"중요한 결정에서 자신의 직감보다 좀 더 분석하는 게 맞습니다. 원숭이띠는 빠른 판단이 강점이지만, 오늘은 30분 더 생각하면 후회가 줄습니다.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"사람들 속에서 에너지가 올라오는 날입니다. 원숭이띠는 사회적 자극에서 에너지를 받는 타입인데, 오늘은 자리를 만들어도 좋습니다.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"아이디어를 실행 단계 3개로 쪼개보시기 바랍니다. 원숭이띠는 아이디어가 풍부한 타입인데, 오늘 그 아이디어를 실행으로 전환하는 게 핵심입니다.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"스트레스를 먹거나 게임으로 푸는 충동이 생길 수 있습니다. 원숭이띠는 즉각적인 자극을 찾는 타입인데, 오늘은 그 충동 전에 10분 짧게 걷거나 스트레칭을 해보시기 바랍니다.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"대화에서 유머가 분위기를 살리는 날입니다. 원숭이띠의 재치가 오늘 자리를 편안하게 만들어주는 날인데, 그 재치를 잘 활용하시기 바랍니다.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"여러 선택지가 생겨도 너무 오래 고민하지 마시기 바랍니다. 원숭이띠는 빠른 실행이 강점인 타입인데, 70% 판단됐으면 움직이세요.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"한 가지에 집중하는 것이 결과를 만드는 날입니다. 원숭이띠는 동시에 여러 개를 하려는 경향이 있는데, 하나씩 끝내고 다음으로 가세요.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"새로운 환경에서 창의력이 올라와요. 원숭이띠는 공간 변화에 즉각 반응하는 타입인데, 카페나 야외가 새로운 아이디어를 가져다줄 수 있습니다.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"산만해질 수 있는 환경을 먼저 정리하시기 바랍니다. 원숭이띠는 자극이 많으면 집중력이 분산되는 타입인데, 핸드폰을 뒤집어 두는 것만으로도 달라져요.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"빠른 상황 판단이 팀에서 가장 도움이 되는 날입니다. 원숭이띠는 변화에 빠르게 적응하는 타입인데, 오늘 그 능력이 핵심 역할을 합니다.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"피로가 쌓여도 내색 못 하는 날입니다. 원숭이띠는 활기찬 이미지인데, 오늘은 좀 쉬고 싶다는 말을 한 번 해보시기 바랍니다.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"새로운 취미나 배움을 시작하기 좋은 날입니다. 원숭이띠는 새로운 것에 빠르게 흥미를 붙이는 타입인데, 오늘의 시작이 3개월 후 특기가 될 수 있습니다.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"자신의 강점을 활용하는 자리에 서는 게 맞습니다. 원숭이띠는 빠른 적응력과 창의성이 강점인 타입인데, 오늘 그 자리가 자연스럽게 맡겨질 수 있습니다.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"너무 자신감 넘치다가 디테일을 놓칠 수 있습니다. 원숭이띠는 빠른 타입인데, 오늘은 중요한 내용을 한 번 더 확인하시기 바랍니다.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"좋아하는 것을 먹는 것이 가장 빠른 기분 전환입니다. 원숭이띠는 맛있는 것에서 에너지를 얻는 타입인데, 간식 하나가 집중력을 되살려줘요.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"유연하게 방향을 바꾸는 것이 맞는 날입니다. 원숭이띠는 상황 변화에 빠르게 적응하는 타입인데, 그 유연함이 가장 좋은 결과를 만들습니다.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"주변의 부정적인 에너지에 너무 영향 받지 마시기 바랍니다. 원숭이띠는 주변 분위기에 민감한 타입인데, 오늘은 자신의 리듬을 지키는 게 중요합니다.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,창의적인 아이디어가 중요한 결정에 영향을 줄 수 있습니다. 원숭이띠의 번뜩이는 감각이 오늘 팀에서 가장 빛나는 날입니다.,오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"잠들기 전 핸드폰을 내려두는 것이 내일 집중력을 만들습니다. 원숭이띠는 자극을 계속 찾는 타입인데, 오늘 밤 30분 오프가 내일을 바꿔줘요.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"빠른 학습 능력이 새로운 기회를 만들어줘요. 원숭이띠는 흡수가 빠른 타입인데, 오늘 배운 것 하나가 다음 기회의 열쇠가 될 수 있습니다.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"자신만의 독창적인 방식으로 문제를 풀어보시기 바랍니다. 원숭이띠는 기존의 틀을 벗어나는 것이 강점인 타입인데, 오늘 그 방식이 가장 효과적입니다.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"예상치 못한 재미있는 일이 생길 수 있습니다. 원숭이띠는 즉흥적인 상황에서 에너지가 올라가는 타입인데, 오늘 그 상황을 즐기세요.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,"너무 많이 먹지 않도록 주의하시기 바랍니다. 원숭이띠는 간식을 즐기는 타입인데, 오늘은 조금 절제하는 것이 오후 집중력을 지켜줘요.",오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
monkey,원숭이띠,오늘도 수고했습니다. 원숭이띠는 오늘 하루도 여러 개를 동시에 처리했습니다. 그게 쉬운 일이 아닙니다.,오전 10시~낮 12시,원숭이띠는 오전에 아이디어가 폭발합니다. 브레인스토밍과 기획은 지금입니다.,오후 2시~4시,오후 중반엔 산만해지기 쉬워요. 핸드폰을 뒤집어 두는 것만으로도 달라져요.
rooster,닭띠,"보내기 직전에 한 번 더 읽어보는 거, 저장해두고 내일 다시 보는 거, 그러다 결국 못 보내는 거. 닭띠가 가장 많이 하는 일입니다. 오늘은 80%에서 그냥 보내세요.",오전 9시~11시,닭띠는 오전에 분석력이 날카로워요. 꼼꼼한 검토와 중요 업무는 오전에 처리하시기 바랍니다.,오후 1시~3시,점심 후엔 완벽주의가 과해져서 같은 것을 계속 수정하게 됩니다. 잠깐 쉬는 게 맞습니다.
rooster,닭띠,꼼꼼하게 검토하는 닭띠의 능력이 오늘 빛나는 날입니다. 남들이 급하게 넘어간 부분에서 중요한 걸 잡아낼 수 있습니다. 서두르지 않는 게 오늘의 강점입니다.,오전 9시~11시,닭띠는 오전에 분석력이 날카로워요. 꼼꼼한 검토와 중요 업무는 오전에 처리하시기 바랍니다.,오후 1시~3시,점심 후엔 완벽주의가 과해져서 같은 것을 계속 수정하게 됩니다. 잠깐 쉬는 게 맞습니다.
rooster,닭띠,"완벽주의가 과해지는 날입니다. 닭띠는 높은 기준을 가진 타입인데, 오늘 80%에서 멈추는 것이 오히려 더 많은 것을 해낼 수 있게 해줘요.",오전 9시~11시,닭띠는 오전에 분석력이 날카로워요. 꼼꼼한 검토와 중요 업무는 오전에 처리하시기 바랍니다.,오후 1시~3시,점심 후엔 완벽주의가 과해져서 같은 것을 계속 수정하게 됩니다. 잠깐 쉬는 게 맞습니다.
rooster,닭띠,"남의 실수가 특히 눈에 거슬리는 날입니다. 닭띠는 기준이 높은 타입인데, 지적하기 전에 상대가 최선을 다했는지 한 번만 생각해보시기 바랍니다.",오전 9시~11시,닭띠는 오전에 분석력이 날카로워요. 꼼꼼한 검토와 중요 업무는 오전에 처리하시기 바랍니다.,오후 1시~3시,점심 후엔 완벽주의가 과해져서 같은 것을 계속 수정하게 됩니다. 잠깐 쉬는 게 맞습니다.
rooster,닭띠,"오전에 집중력이 가장 높은 시간입니다. 닭띠는 오전에 디테일 작업을 처리하면 실수가 가장 줄어드는 타입인데, 중요한 업무는 오전에 몰아서 하시기 바랍니다.",오전 9시~11시,닭띠는 오전에 분석력이 날카로워요. 꼼꼼한 검토와 중요 업무는 오전에 처리하시기 바랍니다.,오후 1시~3시,점심 후엔 완벽주의가 과해져서 같은 것을 계속 수정하게 됩니다. 잠깐 쉬는 게 맞습니다.
rooster,닭띠,"비판을 받으면 예민하게 반응하는 날입니다. 닭띠는 자존심이 강한 타입인데, 그 비판 안에 쓸 만한 것이 있는지 한 번만 찾아보시기 바랍니다.",오전 9시~11시,닭띠는 오전에 분석력이 날카로워요. 꼼꼼한 검토와 중요 업무는 오전에 처리하시기 바랍니다.,오후 1시~3시,점심 후엔 완벽주의가 과해져서 같은 것을 계속 수정하게 됩니다. 잠깐 쉬는 게 맞습니다.
rooster,닭띠,"규칙이나 원칙이 어긋나는 상황에 예민하게 반응할 수 있습니다. 닭띠는 원칙을 중시하는 타입인데, 오늘은 그 원칙을 유연하게 가져가는 연습이 필요합니다.",오전 9시~11시,닭띠는 오전에 분석력이 날카로워요. 꼼꼼한 검토와 중요 업무는 오전에 처리하시기 바랍니다.,오후 1시~3시,점심 후엔 완벽주의가 과해져서 같은 것을 계속 수정하게 됩니다. 잠깐 쉬는 게 맞습니다.
rooster,닭띠,"꼼꼼한 분석력이 팀에서 가장 도움이 되는 날입니다. 닭띠는 디테일에서 차이를 만드는 타입인데, 오늘 그 능력을 아끼지 마시기 바랍니다.",오전 9시~11시,닭띠는 오전에 분석력이 날카로워요. 꼼꼼한 검토와 중요 업무는 오전에 처리하시기 바랍니다.,오후 1시~3시,점심 후엔 완벽주의가 과해져서 같은 것을 계속 수정하게 됩니다. 잠깐 쉬는 게 맞습니다.
rooster,닭띠,"먹는 것으로 스트레스를 푸는 충동이 생길 수 있습니다. 닭띠는 완벽주의 스트레스가 식욕으로 이어지는 타입인데, 먹기 전에 무엇이 불편한지 먼저 살펴보시기 바랍니다.",오전 9시~11시,닭띠는 오전에 분석력이 날카로워요. 꼼꼼한 검토와 중요 업무는 오전에 처리하시기 바랍니다.,오후 1시~3시,점심 후엔 완벽주의가 과해져서 같은 것을 계속 수정하게 됩니다. 잠깐 쉬는 게 맞습니다.
rooster,닭띠,"중요한 결정은 오전에 내리세요. 닭띠는 피곤할수록 현상 유지를 선택하는 타입인데, 오전의 판단이 가장 정확합니다.",오전 9시~11시,닭띠는 오전에 분석력이 날카로워요. 꼼꼼한 검토와 중요 업무는 오전에 처리하시기 바랍니다.,오후 1시~3시,점심 후엔 완벽주의가 과해져서 같은 것을 계속 수정하게 됩니다. 잠깐 쉬는 게 맞습니다.
rooster,닭띠,"자신의 외모나 결과물에 과한 기준을 세우지 마시기 바랍니다. 닭띠는 높은 기준이 강점이지만, 오늘은 그 기준이 스스로를 지치게 할 수 있습니다.",오전 9시~11시,닭띠는 오전에 분석력이 날카로워요. 꼼꼼한 검토와 중요 업무는 오전에 처리하시기 바랍니다.,오후 1시~3시,점심 후엔 완벽주의가 과해져서 같은 것을 계속 수정하게 됩니다. 잠깐 쉬는 게 맞습니다.
rooster,닭띠,"칭찬을 받으면 더 잘하게 되는 날입니다. 닭띠는 인정받을 때 에너지가 올라가는 타입인데, 오늘 스스로에게 먼저 잘하고 있다고 말해보시기 바랍니다.",오전 9시~11시,닭띠는 오전에 분석력이 날카로워요. 꼼꼼한 검토와 중요 업무는 오전에 처리하시기 바랍니다.,오후 1시~3시,점심 후엔 완벽주의가 과해져서 같은 것을 계속 수정하게 됩니다. 잠깐 쉬는 게 맞습니다.
